block,timestamp,algo_schedule_mw,condition_used,BaseForecast,EffectiveBaseForecast,IntradayForecast_mw
1,2026-03-13 00:00:00,0.0,PRE_START,0.0,0.0,0.0
2,2026-03-13 00:15:00,0.0,PRE_START,0.0,0.0,0.0
3,2026-03-13 00:30:00,0.0,PRE_START,0.0,0.0,0.0
4,2026-03-13 00:45:00,0.0,PRE_START,0.0,0.0,0.0
5,2026-03-13 01:00:00,0.0,PRE_START,0.0,0.0,0.0
6,2026-03-13 01:15:00,0.0,PRE_START,0.0,0.0,0.0
7,2026-03-13 01:30:00,0.0,PRE_START,0.0,0.0,0.0
8,2026-03-13 01:45:00,0.0,PRE_START,0.0,0.0,0.0
9,2026-03-13 02:00:00,0.0,PRE_START,0.0,0.0,0.0
10,2026-03-13 02:15:00,0.0,PRE_START,0.0,0.0,0.0
11,2026-03-13 02:30:00,0.0,PRE_START,0.0,0.0,0.0
12,2026-03-13 02:45:00,0.0,PRE_START,0.0,0.0,0.0
13,2026-03-13 03:00:00,0.0,PRE_START,0.0,0.0,0.0
14,2026-03-13 03:15:00,0.0,PRE_START,0.0,0.0,0.0
15,2026-03-13 03:30:00,0.0,PRE_START,0.0,0.0,0.0
16,2026-03-13 03:45:00,0.0,PRE_START,0.0,0.0,0.0
17,2026-03-13 04:00:00,0.0,PRE_START,0.0,0.0,0.0
18,2026-03-13 04:15:00,0.0,PRE_START,0.0,0.0,0.0
19,2026-03-13 04:30:00,0.0,PRE_START,0.0,0.0,0.0
20,2026-03-13 04:45:00,0.0,PRE_START,0.0,0.0,0.0
21,2026-03-13 05:00:00,0.0,PRE_START,0.0,0.0,0.0
22,2026-03-13 05:15:00,0.0,PRE_START,0.0,0.0,0.0
23,2026-03-13 05:30:00,0.0,PRE_START,0.0,0.0,0.0
24,2026-03-13 05:45:00,0.0,PRE_START,0.0,0.0,0.0
25,2026-03-13 06:00:00,0.0,PRE_START,0.0,0.0,0.0
26,2026-03-13 06:15:00,0.0,PRE_START,0.0,0.0,0.0
27,2026-03-13 06:30:00,0.0,PRE_START,0.0,0.0,0.16
28,2026-03-13 06:45:00,0.0,PRE_START,0.0,0.0,0.6
29,2026-03-13 07:00:00,0.0,PRE_START,0.0,0.0,1.2
30,2026-03-13 07:15:00,1.709,CONDITION_3,1.709,1.709,2.03
31,2026-03-13 07:30:00,2.804,CONDITION_3,2.804,2.804,2.84
32,2026-03-13 07:45:00,3.647,CONDITION_3,3.647,3.647,3.7
33,2026-03-13 08:00:00,4.538,CONDITION_3,4.5,4.5,4.57
34,2026-03-13 08:15:00,5.479,CONDITION_3,5.431,5.431,5.52
35,2026-03-13 08:30:00,6.27,CONDITION_3,6.215,6.215,6.32
36,2026-03-13 08:45:00,7.095,CONDITION_3,6.979,6.979,7.1
37,2026-03-13 09:00:00,7.833,CONDITION_3,7.704,7.704,7.84
38,2026-03-13 09:15:00,8.54,CONDITION_3,8.4,8.4,8.55
39,2026-03-13 09:30:00,9.178,CONDITION_3,9.027,9.027,9.19
40,2026-03-13 09:45:00,9.766,CONDITION_3,9.605,9.605,9.78
41,2026-03-13 10:00:00,10.306,CONDITION_3,10.086,10.086,10.27
42,2026-03-13 10:15:00,10.706,CONDITION_3,10.478,10.478,10.67
43,2026-03-13 10:30:00,11.037,CONDITION_3,10.801,10.801,11.0
44,2026-03-13 10:45:00,11.297,CONDITION_3,11.056,11.056,11.26
45,2026-03-13 11:00:00,11.472,CONDITION_3,11.262,11.262,11.47
46,2026-03-13 11:15:00,11.671,CONDITION_3,11.458,11.458,11.67
47,2026-03-13 11:30:00,11.781,CONDITION_3,11.565,11.565,11.78
48,2026-03-13 11:45:00,11.759,CONDITION_3,11.614,11.614,11.83
49,2026-03-13 12:00:00,11.756,CONDITION_3,11.683,11.683,11.9
50,2026-03-13 12:15:00,11.703,CONDITION_3,11.703,11.703,11.92
51,2026-03-13 12:30:00,11.605,CONDITION_3,11.605,11.605,11.82
52,2026-03-13 12:45:00,11.497,CONDITION_3,11.497,11.497,11.71
53,2026-03-13 13:00:00,11.35,CONDITION_3,11.35,11.35,11.56
54,2026-03-13 13:15:00,11.123,CONDITION_3,11.193,11.193,11.4
55,2026-03-13 13:30:00,10.899,CONDITION_3,10.968,10.968,11.17
56,2026-03-13 13:45:00,10.541,CONDITION_3,10.674,10.674,10.87
57,2026-03-13 14:00:00,10.193,CONDITION_3,10.321,10.321,10.51
58,2026-03-13 14:15:00,9.744,CONDITION_3,9.929,9.929,10.11
59,2026-03-13 14:30:00,9.311,CONDITION_3,9.488,9.488,9.66
60,2026-03-13 14:45:00,8.84,CONDITION_3,9.008,9.008,9.17
61,2026-03-13 15:00:00,8.33,CONDITION_3,8.488,8.488,8.64
62,2026-03-13 15:15:00,7.807,CONDITION_3,7.92,7.92,8.06
63,2026-03-13 15:30:00,7.179,CONDITION_3,7.283,7.283,7.41
64,2026-03-13 15:45:00,6.522,CONDITION_3,6.616,6.616,6.73
65,2026-03-13 16:00:00,5.788,CONDITION_3,5.872,5.872,5.97
66,2026-03-13 16:15:00,4.986,CONDITION_3,5.058,5.058,5.14
67,2026-03-13 16:30:00,4.183,CONDITION_3,4.215,4.215,4.28
68,2026-03-13 16:45:00,3.356,CONDITION_3,3.382,3.382,3.43
69,2026-03-13 17:00:00,2.306,CONDITION_3,2.324,2.324,2.35
70,2026-03-13 17:15:00,1.645,CONDITION_3,1.658,1.658,1.67
71,2026-03-13 17:30:00,0.986,CONDITION_3,0.991,0.991,0.99
72,2026-03-13 17:45:00,0.381,CONDITION_3,0.393,0.393,0.45
73,2026-03-13 18:00:00,0.058,CONDITION_3,0.06,0.06,0.05
74,2026-03-13 18:15:00,0.017,CONDITION_3,0.018,0.018,0.0
75,2026-03-13 18:30:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
76,2026-03-13 18:45:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
77,2026-03-13 19:00:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
78,2026-03-13 19:15:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
79,2026-03-13 19:30:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
80,2026-03-13 19:45:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
81,2026-03-13 20:00:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
82,2026-03-13 20:15:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
83,2026-03-13 20:30:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
84,2026-03-13 20:45:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
85,2026-03-13 21:00:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
86,2026-03-13 21:15:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
87,2026-03-13 21:30:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
88,2026-03-13 21:45:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
89,2026-03-13 22:00:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
90,2026-03-13 22:15:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
91,2026-03-13 22:30:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
92,2026-03-13 22:45:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
93,2026-03-13 23:00:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
94,2026-03-13 23:15:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
95,2026-03-13 23:30:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
96,2026-03-13 23:45:00,0.0,SUNSET_CLAMP,0.021,0.021,0.0
