block,timestamp,algo_schedule_mw,condition_used,BaseForecast,EffectiveBaseForecast,IntradayForecast_mw
31,2026-03-12 07:30:00,0.705,CONDITION_3,0.705,0.705,0.84
32,2026-03-12 07:45:00,0.938,CONDITION_3,0.938,0.938,1.12
33,2026-03-12 08:00:00,1.387,CONDITION_3,1.378,1.378,1.4
34,2026-03-12 08:15:00,1.687,CONDITION_3,1.672,1.672,1.7
35,2026-03-12 08:30:00,1.944,CONDITION_3,1.927,1.927,1.96
36,2026-03-12 08:45:00,2.201,CONDITION_3,2.182,2.182,2.22
37,2026-03-12 09:00:00,2.467,CONDITION_3,2.427,2.427,2.47
38,2026-03-12 09:15:00,2.706,CONDITION_3,2.662,2.662,2.71
39,2026-03-12 09:30:00,2.936,CONDITION_3,2.887,2.887,2.94
40,2026-03-12 09:45:00,3.135,CONDITION_3,3.083,3.083,3.14
41,2026-03-12 10:00:00,3.314,CONDITION_3,3.26,3.26,3.32
42,2026-03-12 10:15:00,3.474,CONDITION_3,3.417,3.417,3.48
43,2026-03-12 10:30:00,3.641,CONDITION_3,3.564,3.564,3.63
44,2026-03-12 10:45:00,3.772,CONDITION_3,3.691,3.691,3.76
45,2026-03-12 11:00:00,3.892,CONDITION_3,3.809,3.809,3.88
46,2026-03-12 11:15:00,3.992,CONDITION_3,3.907,3.907,3.98
47,2026-03-12 11:30:00,4.072,CONDITION_3,3.985,3.985,4.06
48,2026-03-12 11:45:00,4.132,CONDITION_3,4.044,4.044,4.12
49,2026-03-12 12:00:00,4.182,CONDITION_3,4.093,4.093,4.17
50,2026-03-12 12:15:00,4.182,CONDITION_3,4.122,4.122,4.2
51,2026-03-12 12:30:00,4.172,CONDITION_3,4.142,4.142,4.22
52,2026-03-12 12:45:00,4.168,CONDITION_3,4.142,4.142,4.22
53,2026-03-12 13:00:00,4.112,CONDITION_3,4.112,4.112,4.19
54,2026-03-12 13:15:00,4.103,CONDITION_3,4.103,4.103,4.18
55,2026-03-12 13:30:00,4.024,CONDITION_3,4.024,4.024,4.1
56,2026-03-12 13:45:00,3.912,CONDITION_3,3.936,3.936,4.01
57,2026-03-12 14:00:00,3.781,CONDITION_3,3.828,3.828,3.9
58,2026-03-12 14:15:00,3.641,CONDITION_3,3.711,3.711,3.78
59,2026-03-12 14:30:00,3.497,CONDITION_3,3.564,3.564,3.63
60,2026-03-12 14:45:00,3.353,CONDITION_3,3.417,3.417,3.48
61,2026-03-12 15:00:00,3.189,CONDITION_3,3.25,3.25,3.31
62,2026-03-12 15:15:00,3.016,CONDITION_3,3.074,3.074,3.13
63,2026-03-12 15:30:00,2.827,CONDITION_3,2.868,2.868,2.92
64,2026-03-12 15:45:00,2.624,CONDITION_3,2.662,2.662,2.71
65,2026-03-12 16:00:00,2.383,CONDITION_3,2.417,2.417,2.46
66,2026-03-12 16:15:00,2.131,CONDITION_3,2.162,2.162,2.2
67,2026-03-12 16:30:00,1.861,CONDITION_3,1.888,1.888,1.92
68,2026-03-12 16:45:00,1.601,CONDITION_3,1.613,1.613,1.64
69,2026-03-12 17:00:00,1.319,CONDITION_3,1.329,1.329,1.35
70,2026-03-12 17:15:00,1.037,CONDITION_3,1.045,1.045,1.06
71,2026-03-12 17:30:00,0.657,CONDITION_3,0.663,0.663,0.67
72,2026-03-12 17:45:00,0.435,CONDITION_3,0.437,0.437,0.44
73,2026-03-12 18:00:00,0.199,CONDITION_3,0.205,0.205,0.24
74,2026-03-12 18:15:00,0.07,CONDITION_3,0.072,0.072,0.08
75,2026-03-12 18:30:00,0.005,CONDITION_3,0.005,0.005,0.0
76,2026-03-12 18:45:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
77,2026-03-12 19:00:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
78,2026-03-12 19:15:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
79,2026-03-12 19:30:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
80,2026-03-12 19:45:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
81,2026-03-12 20:00:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
82,2026-03-12 20:15:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
83,2026-03-12 20:30:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
84,2026-03-12 20:45:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
85,2026-03-12 21:00:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
86,2026-03-12 21:15:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
87,2026-03-12 21:30:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
88,2026-03-12 21:45:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
89,2026-03-12 22:00:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
90,2026-03-12 22:15:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
91,2026-03-12 22:30:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
92,2026-03-12 22:45:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
93,2026-03-12 23:00:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
94,2026-03-12 23:15:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
95,2026-03-12 23:30:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
96,2026-03-12 23:45:00,0.0,SUNSET_CLAMP,0.006,0.006,0.0
