block,timestamp,algo_schedule_mw,condition_used,BaseForecast,EffectiveBaseForecast,IntradayForecast_mw
31,2026-03-12 07:30:00,7.535,CONDITION_3,7.535,7.535,7.63
32,2026-03-12 07:45:00,9.671,CONDITION_3,9.671,9.671,9.81
33,2026-03-12 08:00:00,11.912,CONDITION_3,11.817,11.817,12.0
34,2026-03-12 08:15:00,14.451,CONDITION_3,14.336,14.336,14.57
35,2026-03-12 08:30:00,16.471,CONDITION_3,16.257,16.257,16.53
36,2026-03-12 08:45:00,18.357,CONDITION_3,18.119,18.119,18.43
37,2026-03-12 09:00:00,20.139,CONDITION_3,19.843,19.843,20.19
38,2026-03-12 09:15:00,21.791,CONDITION_3,21.47,21.47,21.85
39,2026-03-12 09:30:00,23.293,CONDITION_3,22.93,22.93,23.34
40,2026-03-12 09:45:00,24.696,CONDITION_3,24.312,24.312,24.75
41,2026-03-12 10:00:00,26.015,CONDITION_3,25.488,25.488,25.95
42,2026-03-12 10:15:00,26.876,CONDITION_3,26.409,26.409,26.89
43,2026-03-12 10:30:00,27.674,CONDITION_3,27.193,27.193,27.69
44,2026-03-12 10:45:00,28.28,CONDITION_3,27.762,27.762,28.27
45,2026-03-12 11:00:00,28.739,CONDITION_3,28.213,28.213,28.73
46,2026-03-12 11:15:00,29.098,CONDITION_3,28.565,28.565,29.09
47,2026-03-12 11:30:00,29.139,CONDITION_3,28.781,28.781,29.31
48,2026-03-12 11:45:00,29.167,CONDITION_3,28.987,28.987,29.52
49,2026-03-12 12:00:00,29.335,CONDITION_3,29.153,29.153,29.69
50,2026-03-12 12:15:00,29.256,CONDITION_3,29.075,29.075,29.61
51,2026-03-12 12:30:00,28.977,CONDITION_3,28.977,28.977,29.51
52,2026-03-12 12:45:00,28.85,CONDITION_3,28.85,28.85,29.38
53,2026-03-12 13:00:00,28.546,CONDITION_3,28.546,28.546,29.07
54,2026-03-12 13:15:00,28.213,CONDITION_3,28.213,28.213,28.73
55,2026-03-12 13:30:00,27.365,CONDITION_3,27.536,27.536,28.04
56,2026-03-12 13:45:00,26.342,CONDITION_3,26.674,26.674,27.16
57,2026-03-12 14:00:00,25.215,CONDITION_3,25.694,25.694,26.16
58,2026-03-12 14:15:00,24.215,CONDITION_3,24.675,24.675,25.12
59,2026-03-12 14:30:00,23.032,CONDITION_3,23.469,23.469,23.89
60,2026-03-12 14:45:00,21.81,CONDITION_3,22.225,22.225,22.62
61,2026-03-12 15:00:00,20.473,CONDITION_3,20.863,20.863,21.23
62,2026-03-12 15:15:00,19.058,CONDITION_3,19.334,19.334,19.67
63,2026-03-12 15:30:00,17.435,CONDITION_3,17.687,17.687,17.99
64,2026-03-12 15:45:00,15.745,CONDITION_3,15.972,15.972,16.24
65,2026-03-12 16:00:00,13.88,CONDITION_3,14.081,14.081,14.31
66,2026-03-12 16:15:00,11.871,CONDITION_3,12.043,12.043,12.23
67,2026-03-12 16:30:00,9.84,CONDITION_3,9.916,9.916,10.06
68,2026-03-12 16:45:00,7.817,CONDITION_3,7.878,7.878,7.98
69,2026-03-12 17:00:00,4.941,CONDITION_3,4.977,4.977,5.02
70,2026-03-12 17:15:00,3.492,CONDITION_3,3.517,3.517,3.53
71,2026-03-12 17:30:00,2.037,CONDITION_3,2.047,2.047,2.03
72,2026-03-12 17:45:00,0.758,CONDITION_3,0.782,0.782,0.88
73,2026-03-12 18:00:00,0.047,CONDITION_3,0.049,0.049,0.0
74,2026-03-12 18:15:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
75,2026-03-12 18:30:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
76,2026-03-12 18:45:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
77,2026-03-12 19:00:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
78,2026-03-12 19:15:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
79,2026-03-12 19:30:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
80,2026-03-12 19:45:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
81,2026-03-12 20:00:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
82,2026-03-12 20:15:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
83,2026-03-12 20:30:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
84,2026-03-12 20:45:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
85,2026-03-12 21:00:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
86,2026-03-12 21:15:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
87,2026-03-12 21:30:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
88,2026-03-12 21:45:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
89,2026-03-12 22:00:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
90,2026-03-12 22:15:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
91,2026-03-12 22:30:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
92,2026-03-12 22:45:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
93,2026-03-12 23:00:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
94,2026-03-12 23:15:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
95,2026-03-12 23:30:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
96,2026-03-12 23:45:00,0.0,SUNSET_CLAMP,0.057,0.057,0.0
