block,timestamp,algo_schedule_mw,condition_used,BaseForecast,EffectiveBaseForecast,IntradayForecast_mw
30,2026-03-13 07:15:00,0.0,FROZEN,0.0,0.0,0.61
31,2026-03-13 07:30:00,0.684,FROZEN,0.684,0.684,0.89
32,2026-03-13 07:45:00,0.918,FROZEN,0.918,0.918,1.17
33,2026-03-13 08:00:00,1.312,FROZEN,1.312,1.312,1.46
34,2026-03-13 08:15:00,1.572,FROZEN,1.572,1.572,1.75
35,2026-03-13 08:30:00,1.81,FROZEN,1.81,1.81,2.02
36,2026-03-13 08:45:00,2.503,ABRUPT_INCREASE,2.275,2.275,2.28
37,2026-03-13 09:00:00,2.727,ABRUPT_INCREASE,2.479,2.479,2.53
38,2026-03-13 09:15:00,2.621,CONDITION_3,2.715,2.715,2.77
39,2026-03-13 09:30:00,2.844,CONDITION_3,2.92,2.92,2.98
40,2026-03-13 09:45:00,3.067,CONDITION_3,3.126,3.126,3.19
41,2026-03-13 10:00:00,3.27,CONDITION_3,3.312,3.312,3.38
42,2026-03-13 10:15:00,3.447,CONDITION_3,3.459,3.459,3.53
43,2026-03-13 10:30:00,3.626,CONDITION_3,3.597,3.597,3.67
44,2026-03-13 10:45:00,3.774,CONDITION_3,3.714,3.714,3.79
45,2026-03-13 11:00:00,3.891,CONDITION_3,3.822,3.822,3.9
46,2026-03-13 11:15:00,3.981,CONDITION_3,3.91,3.91,3.99
47,2026-03-13 11:30:00,4.059,CONDITION_3,3.979,3.979,4.06
48,2026-03-13 11:45:00,4.119,CONDITION_3,4.038,4.038,4.12
49,2026-03-13 12:00:00,4.129,CONDITION_3,4.077,4.077,4.16
50,2026-03-13 12:15:00,4.156,CONDITION_3,4.096,4.096,4.18
51,2026-03-13 12:30:00,4.126,CONDITION_3,4.096,4.096,4.18
52,2026-03-13 12:45:00,4.106,CONDITION_3,4.106,4.106,4.19
53,2026-03-13 13:00:00,4.067,CONDITION_3,4.067,4.067,4.15
54,2026-03-13 13:15:00,4.008,CONDITION_3,4.008,4.008,4.09
55,2026-03-13 13:30:00,3.911,CONDITION_3,3.94,3.94,4.02
56,2026-03-13 13:45:00,3.786,CONDITION_3,3.842,3.842,3.92
57,2026-03-13 14:00:00,3.68,CONDITION_3,3.734,3.734,3.81
58,2026-03-13 14:15:00,3.537,CONDITION_3,3.616,3.616,3.69
59,2026-03-13 14:30:00,3.424,CONDITION_3,3.489,3.489,3.56
60,2026-03-13 14:45:00,3.279,CONDITION_3,3.342,3.342,3.41
61,2026-03-13 15:00:00,3.116,CONDITION_3,3.175,3.175,3.24
62,2026-03-13 15:15:00,2.943,CONDITION_3,2.999,2.999,3.06
63,2026-03-13 15:30:00,2.753,CONDITION_3,2.793,2.793,2.85
64,2026-03-13 15:45:00,2.55,CONDITION_3,2.587,2.587,2.64
65,2026-03-13 16:00:00,2.318,CONDITION_3,2.352,2.352,2.4
66,2026-03-13 16:15:00,2.067,CONDITION_3,2.097,2.097,2.14
67,2026-03-13 16:30:00,1.797,CONDITION_3,1.823,1.823,1.86
68,2026-03-13 16:45:00,1.537,CONDITION_3,1.548,1.548,1.58
69,2026-03-13 17:00:00,1.264,CONDITION_3,1.274,1.274,1.3
70,2026-03-13 17:15:00,1.002,CONDITION_3,1.009,1.009,1.03
71,2026-03-13 17:30:00,0.728,CONDITION_3,0.735,0.735,0.75
72,2026-03-13 17:45:00,0.477,CONDITION_3,0.48,0.48,0.49
73,2026-03-13 18:00:00,0.21,CONDITION_3,0.217,0.217,0.26
74,2026-03-13 18:15:00,0.065,CONDITION_3,0.067,0.067,0.08
75,2026-03-13 18:30:00,0.0,CONDITION_3,0.0,0.0,0.0
76,2026-03-13 18:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
77,2026-03-13 19:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
78,2026-03-13 19:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
79,2026-03-13 19:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
80,2026-03-13 19:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
81,2026-03-13 20:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
82,2026-03-13 20:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
83,2026-03-13 20:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
84,2026-03-13 20:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
85,2026-03-13 21:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
86,2026-03-13 21:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
87,2026-03-13 21:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
88,2026-03-13 21:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
89,2026-03-13 22:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
90,2026-03-13 22:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
91,2026-03-13 22:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
92,2026-03-13 22:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
93,2026-03-13 23:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
94,2026-03-13 23:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
95,2026-03-13 23:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
96,2026-03-13 23:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
