block,timestamp,algo_schedule_mw,condition_used,BaseForecast,EffectiveBaseForecast,IntradayForecast_mw
1,2026-03-13 00:00:00,0.0,PRE_START,0.0,0.0,0.0
2,2026-03-13 00:15:00,0.0,PRE_START,0.0,0.0,0.0
3,2026-03-13 00:30:00,0.0,PRE_START,0.0,0.0,0.0
4,2026-03-13 00:45:00,0.0,PRE_START,0.0,0.0,0.0
5,2026-03-13 01:00:00,0.0,PRE_START,0.0,0.0,0.0
6,2026-03-13 01:15:00,0.0,PRE_START,0.0,0.0,0.0
7,2026-03-13 01:30:00,0.0,PRE_START,0.0,0.0,0.0
8,2026-03-13 01:45:00,0.0,PRE_START,0.0,0.0,0.0
9,2026-03-13 02:00:00,0.0,PRE_START,0.0,0.0,0.0
10,2026-03-13 02:15:00,0.0,PRE_START,0.0,0.0,0.0
11,2026-03-13 02:30:00,0.0,PRE_START,0.0,0.0,0.0
12,2026-03-13 02:45:00,0.0,PRE_START,0.0,0.0,0.0
13,2026-03-13 03:00:00,0.0,PRE_START,0.0,0.0,0.0
14,2026-03-13 03:15:00,0.0,PRE_START,0.0,0.0,0.0
15,2026-03-13 03:30:00,0.0,PRE_START,0.0,0.0,0.0
16,2026-03-13 03:45:00,0.0,PRE_START,0.0,0.0,0.0
17,2026-03-13 04:00:00,0.0,PRE_START,0.0,0.0,0.0
18,2026-03-13 04:15:00,0.0,PRE_START,0.0,0.0,0.0
19,2026-03-13 04:30:00,0.0,PRE_START,0.0,0.0,0.0
20,2026-03-13 04:45:00,0.0,PRE_START,0.0,0.0,0.0
21,2026-03-13 05:00:00,0.0,PRE_START,0.0,0.0,0.0
22,2026-03-13 05:15:00,0.0,PRE_START,0.0,0.0,0.0
23,2026-03-13 05:30:00,0.0,PRE_START,0.0,0.0,0.0
24,2026-03-13 05:45:00,0.0,PRE_START,0.0,0.0,0.0
25,2026-03-13 06:00:00,0.0,PRE_START,0.0,0.0,0.0
26,2026-03-13 06:15:00,0.0,PRE_START,0.0,0.0,0.0
27,2026-03-13 06:30:00,0.0,PRE_START,0.0,0.0,0.0
28,2026-03-13 06:45:00,0.0,PRE_START,0.0,0.0,0.16
29,2026-03-13 07:00:00,0.0,PRE_START,0.0,0.0,0.33
30,2026-03-13 07:15:00,0.0,PRE_START,0.0,0.0,0.56
31,2026-03-13 07:30:00,0.684,CONDITION_3,0.684,0.684,0.81
32,2026-03-13 07:45:00,0.918,CONDITION_3,0.891,0.891,1.07
33,2026-03-13 08:00:00,1.312,CONDITION_3,1.303,1.303,1.33
34,2026-03-13 08:15:00,1.572,CONDITION_3,1.558,1.558,1.59
35,2026-03-13 08:30:00,1.81,CONDITION_3,1.793,1.793,1.83
36,2026-03-13 08:45:00,2.057,CONDITION_3,2.038,2.038,2.08
37,2026-03-13 09:00:00,2.304,CONDITION_3,2.283,2.283,2.33
38,2026-03-13 09:15:00,2.561,CONDITION_3,2.519,2.519,2.57
39,2026-03-13 09:30:00,2.79,CONDITION_3,2.744,2.744,2.8
40,2026-03-13 09:45:00,3.019,CONDITION_3,2.969,2.969,3.03
41,2026-03-13 10:00:00,3.228,CONDITION_3,3.175,3.175,3.24
42,2026-03-13 10:15:00,3.417,CONDITION_3,3.361,3.361,3.43
43,2026-03-13 10:30:00,3.605,CONDITION_3,3.528,3.528,3.6
44,2026-03-13 10:45:00,3.765,CONDITION_3,3.685,3.685,3.76
45,2026-03-13 11:00:00,3.885,CONDITION_3,3.802,3.802,3.88
46,2026-03-13 11:15:00,3.975,CONDITION_3,3.891,3.891,3.97
47,2026-03-13 11:30:00,4.056,CONDITION_3,3.969,3.969,4.05
48,2026-03-13 11:45:00,4.116,CONDITION_3,4.028,4.028,4.11
49,2026-03-13 12:00:00,4.126,CONDITION_3,4.067,4.067,4.15
50,2026-03-13 12:15:00,4.156,CONDITION_3,4.096,4.096,4.18
51,2026-03-13 12:30:00,4.126,CONDITION_3,4.096,4.096,4.18
52,2026-03-13 12:45:00,4.106,CONDITION_3,4.106,4.106,4.19
53,2026-03-13 13:00:00,4.067,CONDITION_3,4.067,4.067,4.15
54,2026-03-13 13:15:00,4.008,CONDITION_3,4.008,4.008,4.09
55,2026-03-13 13:30:00,3.911,CONDITION_3,3.94,3.94,4.02
56,2026-03-13 13:45:00,3.786,CONDITION_3,3.842,3.842,3.92
57,2026-03-13 14:00:00,3.68,CONDITION_3,3.734,3.734,3.81
58,2026-03-13 14:15:00,3.537,CONDITION_3,3.616,3.616,3.69
59,2026-03-13 14:30:00,3.424,CONDITION_3,3.489,3.489,3.56
60,2026-03-13 14:45:00,3.279,CONDITION_3,3.342,3.342,3.41
61,2026-03-13 15:00:00,3.116,CONDITION_3,3.175,3.175,3.24
62,2026-03-13 15:15:00,2.943,CONDITION_3,2.999,2.999,3.06
63,2026-03-13 15:30:00,2.753,CONDITION_3,2.793,2.793,2.85
64,2026-03-13 15:45:00,2.55,CONDITION_3,2.587,2.587,2.64
65,2026-03-13 16:00:00,2.318,CONDITION_3,2.352,2.352,2.4
66,2026-03-13 16:15:00,2.067,CONDITION_3,2.097,2.097,2.14
67,2026-03-13 16:30:00,1.797,CONDITION_3,1.823,1.823,1.86
68,2026-03-13 16:45:00,1.537,CONDITION_3,1.548,1.548,1.58
69,2026-03-13 17:00:00,1.264,CONDITION_3,1.274,1.274,1.3
70,2026-03-13 17:15:00,1.002,CONDITION_3,1.009,1.009,1.03
71,2026-03-13 17:30:00,0.728,CONDITION_3,0.735,0.735,0.75
72,2026-03-13 17:45:00,0.477,CONDITION_3,0.48,0.48,0.49
73,2026-03-13 18:00:00,0.21,CONDITION_3,0.217,0.217,0.26
74,2026-03-13 18:15:00,0.065,CONDITION_3,0.067,0.067,0.08
75,2026-03-13 18:30:00,0.0,CONDITION_3,0.0,0.0,0.0
76,2026-03-13 18:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
77,2026-03-13 19:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
78,2026-03-13 19:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
79,2026-03-13 19:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
80,2026-03-13 19:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
81,2026-03-13 20:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
82,2026-03-13 20:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
83,2026-03-13 20:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
84,2026-03-13 20:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
85,2026-03-13 21:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
86,2026-03-13 21:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
87,2026-03-13 21:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
88,2026-03-13 21:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
89,2026-03-13 22:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
90,2026-03-13 22:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
91,2026-03-13 22:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
92,2026-03-13 22:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
93,2026-03-13 23:00:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
94,2026-03-13 23:15:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
95,2026-03-13 23:30:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
96,2026-03-13 23:45:00,0.0,SUNSET_CLAMP,0.0,0.0,0.0
